transaction_id,customer_name,phone,email,account_type,branch_state,branch_city,transaction_type,channel,transaction_amount,balance_after,transaction_date,status,narration
TXN-0432,Uche Tanko,09051744848,uche.tanko16@gmail.com,Savings,DELTA,Sapele,Debit,Bank Branch,₦769,106197.84,2024-12-25,Pending,Bill Payment - EKEDC
TXN-0433,Uche Bello,09031972571,uchebello66@outlook.com,Fixed Deposit,Abuja,Asokoro,Debit,POS,₦49100,523687.11,2024-03-20,Reversed,Fuel Payment
TXN-0434,Ibrahim Adeleke,07068560393,ibrahim_adeleke@yahoo.com,Fixed Deposit,DELTA,Warri,Debit,USSD,₦639,455272.03,2024-09-25,Pending,Airtime Purchase - MTN
TXN-0435,Chukwuemeka Nwosu,08139589701,chukwuemeka.nwosu73@outlook.com,Fixed Deposit,enugu,Agbani,Transfer,USSD,₦23594,460589.2,2024-12-08,Failed,NIP Transfer to Ngozi Lawal
TXN-0436,Yakubu Musa,09025538380,yakubu_musa79@hotmail.com,Savings,OGUN,Abeokuta,Credit,ATM,₦65628,662068.53,2024-07-13,Reversed,Salary Credit - First Bank
TXN-0437,Chinyere Adekunle,09074842395,chinyere_adekunle79@gmail.com,Current,KANO,Fagge,Debit,POS,₦780,769158.97,2024-10-01,Pending,School Fees Payment
TXN-0438,Zainab Musa,08053345350,zainab.musa29@yahoo.com,Savings,Anambra,Ekwulobia,Credit,ATM,₦95080,789362.92,2024-01-15,Pending,Dividend Payment
TXN-0439,Musa Okonkwo,08054906497,musa_okonkwo71@yahoo.com,Fixed Deposit,delta,Sapele,Debit,Mobile App,₦1935,474483.08,2024-10-09,Successful,ATM Cash Withdrawal
TXN-0440,Ngozi Nwosu,09060890687,ngozinwosu@yahoo.com,Savings,kaduna,Kaduna North,Debit,POS,₦2408,742489.5,2024-09-11,Reversed,Bill Payment - EKEDC
TXN-0441,Aisha Nwofor,09020433379,aisha.nwofor@hotmail.com,Savings,oyo,Iseyin,Credit,Mobile App,₦4566,574558.17,2024-07-22,Failed,Salary Credit - Federal Civil Service
TXN-0442,Ngozi Nwosu,09054459096,ngozi_nwosu@outlook.com,Fixed Deposit,RIVERS,Obio-Akpor,Debit,Mobile App,₦70909,417457.71,2024-12-04,Failed,School Fees Payment
TXN-0443,Sade Adeleke,08056399372,sadeadeleke@yahoo.com,Current,ANAMBRA,Nnewi,Credit,Bank Branch,₦4125,280112.94,2024-09-30,Successful,Salary Credit - Dangote Group
TXN-0444,Funke Chukwu,08149531703,funke.chukwu@outlook.com,Savings,Ogun,Ota,Debit,Bank Branch,₦3431,708082.38,2024-11-19,Successful,ATM Cash Withdrawal
TXN-0445,Amina Eze,08101721594,amina_eze7@hotmail.com,Savings,enugu,Awgu,Transfer,Bank Branch,₦39405,83474.24,2024-05-03,Pending,Transfer to Blessing Musa - Opay
TXN-0446,Yusuf Musa,08073930732,yusuf_musa@gmail.com,Fixed Deposit,KADUNA,Igabi,Credit,USSD,₦23511,450951.62,2024-01-25,Reversed,Dividend Payment
TXN-0447,Tosin Yusuf,08157814691,tosin_yusuf15@outlook.com,Savings,ANAMBRA,Ekwulobia,Debit,USSD,₦12853,691560.83,2024-11-21,Reversed,Supermarket Purchase
TXN-0448,Funke Adeyemi,09073189083,funkeadeyemi@hotmail.com,Current,Ogun,Sagamu,Debit,USSD,₦2359,279724.4,2024-11-17,Successful,ATM Cash Withdrawal
TXN-0449,Chidi Obi,08106436457,chidi_obi@yahoo.com,Savings,kano,Gwale,Credit,ATM,₦11574,121365.59,2024-03-02,Successful,Dividend Payment
TXN-0450,Chioma Salami,08030975348,chioma_salami@gmail.com,Savings,ogun,Abeokuta,Debit,Bank Branch,₦189334,347599.56,2024-11-18,Successful,Airtime Purchase - MTN
TXN-0451,Chinyere Chukwu,08142354615,chinyerechukwu@gmail.com,Current,Delta,Sapele,Transfer,Mobile App,₦14863,392336.44,2024-07-21,Pending,NIP Transfer to Chukwuemeka Salami
TXN-0452,Kemi Tanko,09052047783,kemi_tanko@yahoo.com,Current,OYO,Saki,Debit,Mobile App,₦41349,595750.52,2024-11-06,Successful,Bill Payment - EKEDC
TXN-0453,Segun Adeleke,08070227945,segun.adeleke75@gmail.com,Savings,oyo,Ogbomosho,Credit,ATM,₦10947,204145.18,2024-12-21,Successful,Freelance Income
TXN-0454,Ifeanyi Eze,08166496734,ifeanyieze32@outlook.com,Current,OGUN,Ijebu-Ode,Transfer,Mobile App,₦17344,365313.79,2024-04-12,Successful,Interbank Transfer - Access Bank
TXN-0455,Yakubu Yusuf,09066411878,yakubu.yusuf@yahoo.com,Current,Kaduna,Igabi,Debit,POS,₦79398,451518.86,2024-11-16,Reversed,Rent Payment
TXN-0456,Aisha Musa,09025473829,aisha_musa@outlook.com,Current,anambra,Ogidi,Transfer,Mobile App,₦1544,58032.61,2024-07-15,Failed,Transfer to Sade Nwofor - Opay
TXN-0457,Rukayat Adebayo,08038468780,rukayatadebayo@yahoo.com,Fixed Deposit,DELTA,Warri,Transfer,USSD,₦3865,398987.43,2024-02-09,Successful,NIP Transfer to Oluwaseun Yusuf
TXN-0458,Ibrahim Mohammed,07039246052,ibrahimmohammed@gmail.com,Fixed Deposit,Kaduna,Igabi,Credit,POS,₦4424,748194.32,2024-09-17,Successful,Freelance Income
TXN-0459,Emeka Aliyu,08164428815,emekaaliyu73@gmail.com,Savings,OYO,Iseyin,Transfer,POS,₦139326,199057.1,2024-05-24,Successful,Transfer to Ibrahim Nwosu - Opay
TXN-0460,Ngozi Garba,08146169734,ngozi.garba51@hotmail.com,Current,rivers,Ikwerre,Debit,Bank Branch,₦70354,182036.31,2024-08-06,Pending,Airtime Purchase - MTN
TXN-0461,Halima Okafor,08129231727,halimaokafor@yahoo.com,Fixed Deposit,Delta,Asaba,Credit,POS,₦507,162541.11,2024-10-19,Successful,Refund - Jumia
TXN-0462,Ifeanyi Adeleke,08022466277,ifeanyiadeleke96@gmail.com,Savings,LAGOS,Ikeja,Transfer,Bank Branch,₦1597,311928.32,2024-06-17,Pending,Interbank Transfer - Access Bank
TXN-0463,Chioma Ogundipe,09063023066,chioma.ogundipe@outlook.com,Current,enugu,Enugu,Transfer,Mobile App,₦11771,785587.53,2024-08-01,Reversed,Interbank Transfer - Access Bank
TXN-0464,Tunde Mohammed,08166177893,tundemohammed@outlook.com,Current,Delta,Ughelli,Debit,ATM,₦18946,4200.39,2024-03-10,Successful,ATM Cash Withdrawal
TXN-0465,Tunde Ibrahim,08166268134,tunde_ibrahim85@outlook.com,Savings,ABUJA,Wuse,Debit,USSD,₦596,486539.87,2024-01-26,Pending,Rent Payment
TXN-0466,Ifeanyi Musa,08066777903,ifeanyi_musa68@gmail.com,Savings,OGUN,Sagamu,Transfer,Bank Branch,₦19344,116435.49,2024-03-18,Successful,NIP Transfer to Yakubu Nwachukwu
TXN-0467,Fatima Lawal,08063534417,fatima_lawal73@hotmail.com,Current,KANO,Dala,Transfer,POS,₦62762,364125.13,2024-01-31,Reversed,Transfer to Uche Musa - Opay
TXN-0468,Kemi Eze,08146572026,kemieze92@yahoo.com,Savings,ENUGU,Nsukka,Transfer,USSD,₦89327,655198.39,2024-08-07,Successful,NIP Transfer to Musa Ogundipe
TXN-0469,Funke Adeleke,08137504893,funkeadeleke31@hotmail.com,Fixed Deposit,OGUN,Ijebu-Ode,Debit,POS,₦359946,475308.23,2024-04-30,Failed,Rent Payment
TXN-0470,Oluwaseun Ibrahim,09056324905,oluwaseun_ibrahim37@hotmail.com,Fixed Deposit,OYO,Saki,Transfer,Bank Branch,₦1246,637089.37,2024-04-27,Successful,NIP Transfer to Sade Nwosu
TXN-0471,Damilola Adeleke,08063782839,damilolaadeleke@outlook.com,Current,oyo,Saki,Credit,ATM,₦158374,738221.24,2024-08-11,Successful,Freelance Income
TXN-0472,Chioma Chukwu,08036773000,chioma_chukwu43@hotmail.com,Fixed Deposit,ANAMBRA,Onitsha,Credit,Bank Branch,₦1442,762966.72,2024-09-24,Pending,Salary Credit - Lagos State Government
TXN-0473,Musa Tanko,08107958496,musa_tanko@yahoo.com,Current,anambra,Nnewi,Debit,Mobile App,₦9622,737966.04,2024-06-12,Reversed,ATM Cash Withdrawal
TXN-0474,Nneka Obi,09099442407,nnekaobi@yahoo.com,Fixed Deposit,OYO,Ibadan,Credit,ATM,₦686,631083.24,2024-05-05,Successful,Freelance Income
TXN-0475,Ngozi Adeleke,08149670105,ngoziadeleke@hotmail.com,Current,ABUJA,Garki,Transfer,Bank Branch,₦1306,670193.28,2024-08-09,Reversed,Transfer to Segun Musa - Opay
TXN-0476,Chioma Obiora,08076307320,chioma_obiora@outlook.com,Savings,ANAMBRA,Awka,Credit,ATM,₦61418,502405.86,2024-04-04,Failed,Business Revenue
TXN-0477,Adaeze Ogundipe,09036642514,adaezeogundipe@gmail.com,Current,oyo,Saki,Transfer,Mobile App,₦29504,696595.27,2024-09-02,Reversed,Transfer to Tosin Mohammed
TXN-0478,Babatunde Eze,08152830268,babatunde.eze89@hotmail.com,Current,Ogun,Ilaro,Credit,POS,₦11446,60679.19,2024-01-04,Successful,Transfer from Ibrahim Nwachukwu
TXN-0479,Tunde Bello,07033535213,tundebello62@yahoo.com,Fixed Deposit,LAGOS,Ikeja,Debit,ATM,₦4084,544311.2,2024-05-18,Reversed,POS Payment - Chicken Republic
TXN-0480,Kayode Okonkwo,08034627341,kayode_okonkwo@outlook.com,Current,ABUJA,Asokoro,Debit,Bank Branch,₦1277,384503.58,2024-06-22,Reversed,POS Payment - Shoprite
TXN-0481,Tunde Mohammed,07035133098,tunde.mohammed4@hotmail.com,Savings,lagos,Lekki,Transfer,ATM,₦2939,326573.21,2024-02-17,Failed,Transfer to Damilola Suleiman
TXN-0482,Nneka Tanko,08053637879,nneka_tanko@yahoo.com,Current,Oyo,Saki,Credit,USSD,₦4026,482874.03,2024-01-15,Failed,Dividend Payment
TXN-0483,Uche Obiora,08140456578,uche_obiora24@outlook.com,Current,OGUN,Ota,Credit,Mobile App,₦138883,747787.77,2024-05-06,Reversed,Loan Disbursement - GTBank
TXN-0484,Kemi Obiora,08107414231,kemi.obiora34@yahoo.com,Fixed Deposit,Abuja,Maitama,Credit,Bank Branch,₦5026,576028.92,2024-12-21,Reversed,Salary Credit - Lagos State Government
TXN-0485,Damilola Eze,08140830334,damilola_eze@gmail.com,Savings,Oyo,Ogbomosho,Transfer,ATM,₦6736,282013.01,2024-10-11,Successful,NIP Transfer to Babatunde Bello
TXN-0486,Rukayat Yusuf,08128512391,rukayat.yusuf78@yahoo.com,Current,OGUN,Ilaro,Debit,POS,₦2863,383847.89,2024-08-26,Successful,Airtime Purchase - MTN
TXN-0487,Obinna Tanko,09098542898,obinnatanko@outlook.com,Fixed Deposit,Anambra,Ogidi,Credit,USSD,₦62209,248755.29,2024-01-26,Successful,Loan Disbursement - GTBank
TXN-0488,Rukayat Nwosu,08083914511,rukayatnwosu@yahoo.com,Fixed Deposit,OYO,Ogbomosho,Transfer,ATM,₦14031,194463.1,2024-07-18,Reversed,Transfer to Ibrahim Chukwu - Opay
TXN-0489,Funke Obi,08032114868,funke_obi97@yahoo.com,Savings,enugu,Agbani,Transfer,ATM,₦687,306663.16,2024-03-05,Successful,NIP Transfer to Yusuf Obiora
TXN-0490,Bayo Adekunle,09094369626,bayoadekunle@hotmail.com,Fixed Deposit,kaduna,Igabi,Credit,ATM,₦739,279273.1,2024-12-29,Failed,Dividend Payment
TXN-0491,Uche Abubakar,07038594737,ucheabubakar97@yahoo.com,Savings,RIVERS,Port Harcourt,Transfer,POS,₦16975,194073.28,2024-12-12,Successful,Transfer to Damilola Ogundipe
TXN-0492,Chinyere Aliyu,08079996717,chinyerealiyu@gmail.com,Savings,OYO,Ibadan,Transfer,POS,₦13487,732035.79,2024-10-24,Failed,Interbank Transfer - Access Bank
TXN-0493,Kayode Adeyemi,09096948779,kayodeadeyemi50@outlook.com,Savings,KANO,Fagge,Transfer,Mobile App,₦2631,544813.86,2024-05-31,Reversed,Interbank Transfer - Access Bank
TXN-0494,Ngozi Okafor,08085720802,ngozi_okafor24@hotmail.com,Savings,Delta,Warri,Transfer,ATM,₦5980,243429.78,2024-06-16,Pending,Transfer to Chinyere Okafor - Opay
TXN-0495,Ifeanyi Nwofor,08050033287,ifeanyi.nwofor72@yahoo.com,Savings,lagos,Victoria Island,Transfer,POS,₦6924,288763.59,2024-10-29,Failed,Transfer to Zainab Bello - Opay
TXN-0496,Halima Nwosu,08076470917,halima.nwosu7@gmail.com,Savings,rivers,Obio-Akpor,Credit,USSD,₦11434,29638.93,2024-05-25,Reversed,Freelance Income
TXN-0493,Kayode Adeyemi,09096948779,kayodeadeyemi50@outlook.com,Savings,KANO,Fagge,Transfer,Mobile App,₦2631,544813.86,2024-05-31,Reversed,Interbank Transfer - Access Bank
TXN-0494,Ngozi Okafor,08085720802,ngozi_okafor24@hotmail.com,Savings,Delta,Warri,Transfer,ATM,₦5980,243429.78,2024-06-16,Pending,Transfer to Chinyere Okafor - Opay
TXN-0495,Ifeanyi Nwofor,08050033287,ifeanyi.nwofor72@yahoo.com,Savings,lagos,Victoria Island,Transfer,POS,₦6924,288763.59,2024-10-29,Failed,Transfer to Zainab Bello - Opay
TXN-0496,Halima Nwosu,08076470917,halima.nwosu7@gmail.com,Savings,rivers,Obio-Akpor,Credit,USSD,₦11434,29638.93,2024-05-25,Reversed,Freelance Income
